experiment_id,metric,observed_value,group_distribution_context,possible_infrastructure_note
CREATEORDER_V4_C1_F8_P1_C50_S7001,P95,42.645,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7002,P95,41.185,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7003,P95,42.738,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7005,P95,43.703,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7007,P95,49.019,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7008,P95,44.968,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P1_C50_S7009,P95,43.188,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P5_C50_S7001,P95,61.714,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=22.471;Q3=28.197;IQR=5.725999999999999",
CREATEORDER_V4_C1_F8_P5_C50_S7001,P99,121.517,"('group_b_ambiguous', 'F8', 'V4', 50);Q1=28.046;Q3=51.396;IQR=23.35",
CREATEORDER_V4_C1_F9_P20_C10_S7004,P95,26.061999999999998,"('group_b_ambiguous', 'F9', 'V4', 10);Q1=13.216000000000001;Q3=17.634;IQR=4.417999999999999",
CREATEORDER_V4_C1_F9_P20_C10_S7004,P99,33.469,"('group_b_ambiguous', 'F9', 'V4', 10);Q1=15.426;Q3=20.97;IQR=5.543999999999999",
CREATEORDER_V4_C1_F9_P1_C50_S7000,P95,25.04,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=58.102;Q3=73.946;IQR=15.844000000000001",
CREATEORDER_V4_C1_F9_P1_C50_S7005,P95,19.898,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=58.102;Q3=73.946;IQR=15.844000000000001",
CREATEORDER_V4_C1_F9_P20_C50_S7003,P95,136.351,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=58.102;Q3=73.946;IQR=15.844000000000001",
CREATEORDER_V4_C1_F9_P5_C50_S7009,P95,20.08,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=58.102;Q3=73.946;IQR=15.844000000000001",
CREATEORDER_V4_C1_F9_P1_C50_S7000,P99,44.272,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=79.196;Q3=97.32400000000001;IQR=18.128000000000014",
CREATEORDER_V4_C1_F9_P1_C50_S7005,P99,24.101,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=79.196;Q3=97.32400000000001;IQR=18.128000000000014",
CREATEORDER_V4_C1_F9_P20_C50_S7003,P99,293.796,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=79.196;Q3=97.32400000000001;IQR=18.128000000000014",
CREATEORDER_V4_C1_F9_P5_C50_S7009,P99,25.341,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=79.196;Q3=97.32400000000001;IQR=18.128000000000014",
CREATEORDER_V4_C1_F9_P20_C50_S7003,throughput,693.1098603281599,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=1032.252424669862;Q3=1188.716626273353;IQR=156.46420160349112",
CREATEORDER_V4_C1_F9_P20_C50_S7004,throughput,745.0143122436324,"('group_b_ambiguous', 'F9', 'V4', 50);Q1=1032.252424669862;Q3=1188.716626273353;IQR=156.46420160349112",
CREATEORDER_V5_C2_F0_P0_C100_S7004,P95,191.703,"('group_a_baseline', 'F0', 'V5', 100);Q1=93.115;Q3=119.091;IQR=25.976",
CREATEORDER_V5_C2_F0_P0_C100_S7009,P95,195.959,"('group_a_baseline', 'F0', 'V5', 100);Q1=93.115;Q3=119.091;IQR=25.976",
CREATEORDER_V5_C2_F0_P0_C100_S7004,P99,240.083,"('group_a_baseline', 'F0', 'V5', 100);Q1=124.317;Q3=147.003;IQR=22.685999999999993",
CREATEORDER_V5_C2_F0_P0_C100_S7009,P99,242.895,"('group_a_baseline', 'F0', 'V5', 100);Q1=124.317;Q3=147.003;IQR=22.685999999999993",
CREATEORDER_V5_C2_F0_P0_C100_S7000,throughput,1487.3594602148835,"('group_a_baseline', 'F0', 'V5', 100);Q1=1268.5355633906968;Q3=1347.8433113640729;IQR=79.30774797337608",
CREATEORDER_V5_C2_F0_P0_C100_S7004,throughput,938.4540271739494,"('group_a_baseline', 'F0', 'V5', 100);Q1=1268.5355633906968;Q3=1347.8433113640729;IQR=79.30774797337608",
CREATEORDER_V5_C2_F0_P0_C100_S7009,throughput,921.9895135580667,"('group_a_baseline', 'F0', 'V5', 100);Q1=1268.5355633906968;Q3=1347.8433113640729;IQR=79.30774797337608",
CREATEORDER_V5_C2_F0_P0_C10_S7000,P95,11.263,"('group_a_baseline', 'F0', 'V5', 10);Q1=12.329;Q3=12.605;IQR=0.2759999999999998",
CREATEORDER_V5_C2_F0_P0_C10_S7002,P95,17.823,"('group_a_baseline', 'F0', 'V5', 10);Q1=12.329;Q3=12.605;IQR=0.2759999999999998",
CREATEORDER_V5_C2_F0_P0_C10_S7007,P95,17.819,"('group_a_baseline', 'F0', 'V5', 10);Q1=12.329;Q3=12.605;IQR=0.2759999999999998",
CREATEORDER_V5_C2_F0_P0_C10_S7002,P99,21.926,"('group_a_baseline', 'F0', 'V5', 10);Q1=13.852;Q3=15.79;IQR=1.9379999999999988",
CREATEORDER_V5_C2_F0_P0_C10_S7007,P99,22.012,"('group_a_baseline', 'F0', 'V5', 10);Q1=13.852;Q3=15.79;IQR=1.9379999999999988",
CREATEORDER_V5_C2_F0_P0_C10_S7000,throughput,1109.9828896656677,"('group_a_baseline', 'F0', 'V5', 10);Q1=986.9667009946487;Q3=1009.3269586225673;IQR=22.3602576279186",
CREATEORDER_V5_C2_F0_P0_C10_S7002,throughput,834.9912833944933,"('group_a_baseline', 'F0', 'V5', 10);Q1=986.9667009946487;Q3=1009.3269586225673;IQR=22.3602576279186",
CREATEORDER_V5_C2_F0_P0_C10_S7007,throughput,835.4568480366335,"('group_a_baseline', 'F0', 'V5', 10);Q1=986.9667009946487;Q3=1009.3269586225673;IQR=22.3602576279186",
CREATEORDER_V5_C2_F0_P0_C1_S7000,P95,13.224,"('group_a_baseline', 'F0', 'V5', 1);Q1=8.493;Q3=9.273;IQR=0.7799999999999994",
CREATEORDER_V5_C2_F0_P0_C1_S7000,P99,14.274,"('group_a_baseline', 'F0', 'V5', 1);Q1=9.527;Q3=10.494;IQR=0.9670000000000005",
CREATEORDER_V5_C2_F0_P0_C1_S7003,P99,12.312,"('group_a_baseline', 'F0', 'V5', 1);Q1=9.527;Q3=10.494;IQR=0.9670000000000005",
CREATEORDER_V5_C2_F0_P0_C1_S7000,throughput,99.83338126130816,"('group_a_baseline', 'F0', 'V5', 1);Q1=123.3808790165754;Q3=137.63985516624354;IQR=14.258976149668129",
CREATEORDER_V5_C2_F0_P0_C50_S7002,P95,19.559,"('group_a_baseline', 'F0', 'V5', 50);Q1=48.766;Q3=55.114;IQR=6.347999999999999",
CREATEORDER_V5_C2_F0_P0_C50_S7007,P95,22.0,"('group_a_baseline', 'F0', 'V5', 50);Q1=48.766;Q3=55.114;IQR=6.347999999999999",
CREATEORDER_V5_C2_F0_P0_C50_S7002,P99,22.603,"('group_a_baseline', 'F0', 'V5', 50);Q1=57.884;Q3=68.094;IQR=10.209999999999994",
CREATEORDER_V5_C2_F0_P0_C50_S7007,P99,35.407,"('group_a_baseline', 'F0', 'V5', 50);Q1=57.884;Q3=68.094;IQR=10.209999999999994",
CREATEORDER_V5_C2_F0_P0_C50_S7000,throughput,1544.5071764481863,"('group_a_baseline', 'F0', 'V5', 50);Q1=1328.9181217011935;Q3=1381.2775113725666;IQR=52.35938967137304",
CREATEORDER_V5_C2_F0_P0_C50_S7007,throughput,1236.402839075115,"('group_a_baseline', 'F0', 'V5', 50);Q1=1328.9181217011935;Q3=1381.2775113725666;IQR=52.35938967137304",
CREATEORDER_V5_C2_F3_P10_C10_S7008,P99,29.327,"('group_b_ambiguous', 'F3', 'V5', 10);Q1=18.604999999999997;Q3=22.831;IQR=4.226000000000003",
CREATEORDER_V5_C2_F3_P20_C10_S7004,P99,33.733000000000004,"('group_b_ambiguous', 'F3', 'V5', 10);Q1=18.604999999999997;Q3=22.831;IQR=4.226000000000003",
CREATEORDER_V5_C2_F3_P20_C10_S7009,P99,33.313,"('group_b_ambiguous', 'F3', 'V5', 10);Q1=18.604999999999997;Q3=22.831;IQR=4.226000000000003",
CREATEORDER_V5_C2_F3_P5_C10_S7002,P99,29.633,"('group_b_ambiguous', 'F3', 'V5', 10);Q1=18.604999999999997;Q3=22.831;IQR=4.226000000000003",
CREATEORDER_V5_C2_F3_P1_C50_S7008,P95,18.908,"('group_b_ambiguous', 'F3', 'V5', 50);Q1=60.245;Q3=76.615;IQR=16.369999999999997",
CREATEORDER_V5_C2_F3_P20_C50_S7009,P95,32.792,"('group_b_ambiguous', 'F3', 'V5', 50);Q1=60.245;Q3=76.615;IQR=16.369999999999997",
CREATEORDER_V5_C2_F3_P1_C50_S7008,P99,25.027,"('group_b_ambiguous', 'F3', 'V5', 50);Q1=78.847;Q3=98.26400000000001;IQR=19.417000000000016",
CREATEORDER_V5_C2_F3_P20_C50_S7009,P99,42.778999999999996,"('group_b_ambiguous', 'F3', 'V5', 50);Q1=78.847;Q3=98.26400000000001;IQR=19.417000000000016",
CREATEORDER_V5_C2_F3_P1_C50_S7000,throughput,1457.1698504018184,"('group_b_ambiguous', 'F3', 'V5', 50);Q1=1117.2990834149825;Q3=1252.0501805878346;IQR=134.75109717285204",
CREATEORDER_V5_C2_F4_P1_C10_S7000,P99,29.572,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7001,P99,2006.066,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7002,P99,2004.038,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7003,P99,15.706,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7004,P99,21.378,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7005,P99,2005.511,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7006,P99,20.61,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7007,P99,14.435,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7008,P99,2003.969,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F4_P1_C10_S7009,P99,2004.8419999999999,"('group_b_ambiguous', 'F4', 'V5', 10);Q1=2013.8839999999998;Q3=2017.61;IQR=3.7260000000001128",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7001,P95,56.86,"('group_c_duplicates', 'F5', 'V5', 50);Q1=95.644;Q3=106.655;IQR=11.010999999999996",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7003,P95,147.652,"('group_c_duplicates', 'F5', 'V5', 50);Q1=95.644;Q3=106.655;IQR=11.010999999999996",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7008,P95,151.745,"('group_c_duplicates', 'F5', 'V5', 50);Q1=95.644;Q3=106.655;IQR=11.010999999999996",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7001,P99,85.019,"('group_c_duplicates', 'F5', 'V5', 50);Q1=112.28900000000002;Q3=122.68299999999999;IQR=10.393999999999977",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7003,P99,179.929,"('group_c_duplicates', 'F5', 'V5', 50);Q1=112.28900000000002;Q3=122.68299999999999;IQR=10.393999999999977",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7008,P99,182.34300000000002,"('group_c_duplicates', 'F5', 'V5', 50);Q1=112.28900000000002;Q3=122.68299999999999;IQR=10.393999999999977",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7003,throughput,559.4384029668734,"('group_c_duplicates', 'F5', 'V5', 50);Q1=641.2996749714765;Q3=682.3023056860424;IQR=41.00263071456584",
CREATEORDER_V5_C2_F5_P0_C50_FAN5_S7008,throughput,532.7658158532273,"('group_c_duplicates', 'F5', 'V5', 50);Q1=641.2996749714765;Q3=682.3023056860424;IQR=41.00263071456584",
CREATEORDER_V5_C2_F6_P0_C50_FAN10_S7000,P99,20083.667999999998,"('group_c_duplicates', 'F6', 'V5', 50);Q1=56.152;Q3=242.67399999999998;IQR=186.522",
CREATEORDER_V5_C2_F6_P0_C50_FAN2_S7000,P99,4013.978,"('group_c_duplicates', 'F6', 'V5', 50);Q1=56.152;Q3=242.67399999999998;IQR=186.522",
CREATEORDER_V5_C2_F6_P0_C50_FAN5_S7000,P99,10037.271999999999,"('group_c_duplicates', 'F6', 'V5', 50);Q1=56.152;Q3=242.67399999999998;IQR=186.522",
CREATEORDER_V5_C2_F8_P20_C50_S7000,throughput,675.516700609699,"('group_b_ambiguous', 'F8', 'V5', 50);Q1=1042.9355697781366;Q3=1285.5306298996002;IQR=242.59506012146358",
CREATEORDER_V5_C2_F8_P20_C50_S7001,throughput,673.6700790706712,"('group_b_ambiguous', 'F8', 'V5', 50);Q1=1042.9355697781366;Q3=1285.5306298996002;IQR=242.59506012146358",
CREATEORDER_V5_C2_F8_P20_C50_S7004,throughput,656.776965516682,"('group_b_ambiguous', 'F8', 'V5', 50);Q1=1042.9355697781366;Q3=1285.5306298996002;IQR=242.59506012146358",
CREATEORDER_V5_C2_F8_P20_C50_S7005,throughput,673.1164112663367,"('group_b_ambiguous', 'F8', 'V5', 50);Q1=1042.9355697781366;Q3=1285.5306298996002;IQR=242.59506012146358",
CREATEORDER_V5_C2_F8_P20_C50_S7008,throughput,670.542496547412,"('group_b_ambiguous', 'F8', 'V5', 50);Q1=1042.9355697781366;Q3=1285.5306298996002;IQR=242.59506012146358",
CREATEORDER_V5_C2_F9_P10_C50_S7008,P95,29.936999999999998,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P1_C50_S7001,P95,30.052,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P1_C50_S7009,P95,18.57,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P20_C50_S7003,P95,110.451,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P20_C50_S7004,P95,105.714,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P20_C50_S7007,P95,31.118000000000002,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=60.683;Q3=78.062;IQR=17.378999999999998",
CREATEORDER_V5_C2_F9_P10_C50_S7004,P99,130.518,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
CREATEORDER_V5_C2_F9_P10_C50_S7008,P99,44.662,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
CREATEORDER_V5_C2_F9_P1_C50_S7009,P99,23.052999999999997,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
CREATEORDER_V5_C2_F9_P20_C50_S7003,P99,136.06,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
CREATEORDER_V5_C2_F9_P20_C50_S7004,P99,128.906,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
CREATEORDER_V5_C2_F9_P20_C50_S7007,P99,42.774,"('group_b_ambiguous', 'F9', 'V5', 50);Q1=81.381;Q3=99.51599999999999;IQR=18.13499999999999",
